packet_index,kitsune_score,192.168.2.15,192.168.100.5,192.168.2.13,169.254.174.17,192.168.2.7,192.168.2.1
1471000,0.082686355,,0.1126998,,,,
1472000,0.21493659,0.23237256,,,,,
1473000,0.21424363,0.23228053,,,,,
1474000,0.08713998,,0.11252904,,,,
1475000,0.17983273,,,0.177082,,,
1476000,0.17371075,,,0.17708814,,,
1477000,0.17139342,,,0.17708989,,,
1478000,0.17140029,,,0.17709096,,,
1479000,0.1718558,,,0.17709263,,,
1480000,0.21915276,0.23193032,,,,,
1481000,0.1715128,,,0.17709685,,,
1482000,0.24442663,0.23183715,,,,,
1483000,0.10553589,,0.11223504,,,,
1484000,0.22621772,0.23180449,,,,,
1485000,0.10808372,,0.11221964,,,,
1486000,0.17265361,,,0.17710523,,,
1487000,0.2384756,0.23179709,,,,,
1488000,0.23326192,0.23182262,,,,,
1489000,0.23314834,0.23184752,,,,,
1490000,0.24597965,0.2318888,,,,,
1491000,0.17275644,,,0.17710865,,,
1492000,0.25446891,0.2320215,,,,,
1493000,0.18183959,,,0.17710665,,,
1494000,0.25679957,0.2321401,,,,,
1495000,0.25296459,0.23220557,,,,,
1496000,0.23011715,0.23222774,,,,,
1497000,0.22208882,0.23220598,,,,,
1498000,0.24321766,0.2322106,,,,,
1499000,0.17326368,,,0.17713266,,,
1500000,0.17390441,,,0.17713921,,,
1501000,0.22268395,0.23216856,,,,,
1502000,0.17420172,,,0.17713623,,,
1503000,0.22631368,0.23214317,,,,,
1504000,0.22821675,0.232132,,,,,
1505000,0.17249086,,,0.17713789,,,
1506000,0.1054827,,0.11217356,,,,
1507000,0.17775807,,,0.17713585,,,
1508000,0.22013923,0.23205351,,,,,
1509000,0.21586391,0.2319981,,,,,
1510000,0.2383954,0.23195212,,,,,
1511000,0.23195966,0.23189208,,,,,
1512000,0.10167461,,0.11206565,,,,
1513000,0.22624582,0.23179212,,,,,
1514000,0.18255399,,,0.17714866,,,
1515000,0.10489268,,0.11200088,,,,
1516000,0.104384,,0.11198418,,,,
1517000,0.10609047,,0.11196808,,,,
1518000,0.2231507,0.23168627,,,,,
1519000,0.21904757,0.23164684,,,,,
1520000,0.10713742,,0.1119265,,,,
1521000,0.10871414,,0.11191518,,,,
1522000,0.22705473,0.23156465,,,,,
1523000,0.23352928,0.23156387,,,,,
1524000,0.23009984,0.2315467,,,,,
1525000,0.10417517,,0.11187317,,,,
1526000,0.099112687,,0.1118458,,,,
1527000,0.11057624,,0.11181747,,,,
1528000,0.18148412,,,0.17718168,,,
1529000,0.083053591,,0.11173628,,,,
1530000,0.081887934,,0.11167191,,,,
1531000,0.21007667,0.2310984,,,,,
1532000,0.21395411,0.23100658,,,,,
1533000,0.21866658,0.23092023,,,,,
1534000,0.21189637,0.2308383,,,,,
1535000,0.20932697,0.23076253,,,,,
1536000,0.081740908,,0.11129,,,,
1537000,0.21508291,0.23060577,,,,,
1538000,0.21129241,0.23052765,,,,,
1539000,0.2265531,0.23047067,,,,,
1540000,0.21585064,0.23042294,,,,,
1541000,0.17419713,,,0.1771729,,,
1542000,0.18648648,,,0.17716542,,,
1543000,0.22120328,0.23026106,,,,,
1544000,0.22377102,0.23020976,,,,,
1545000,0.23276239,0.23016673,,,,,
1546000,0.21978958,0.23015785,,,,,
1547000,0.1851562,,,0.17718145,,,
1548000,0.23612572,0.23016135,,,,,
1549000,0.24305795,0.2301902,,,,,
1550000,0.23783254,0.23021729,,,,,
1551000,0.25445447,0.23028592,,,,,
1552000,0.17471689,,,0.17719103,,,
1553000,0.18101392,,,0.17718574,,,
1554000,0.18914703,,,0.17718655,,,
1555000,0.17896583,,,0.17718912,,,
1556000,0.17719229,,,0.17718989,,,
1557000,0.17339262,,,0.17718721,,,
1558000,0.18440428,,,0.17719025,,,
1559000,0.1816248,,,0.17719051,,,
1560000,0.17184886,,,0.17719293,,,
1561000,0.17945258,,,0.17718835,,,
1562000,0.1752314,,,0.17719864,,,
1563000,0.17152538,,,0.17720237,,,
1564000,0.17531901,,,0.17720284,,,
1565000,0.27328439,0.23239768,,,,,
1566000,0.27251245,0.23267188,,,,,
1567000,0.27054236,0.2328604,,,,,
1568000,0.17137407,,,0.17722034,,,
1569000,0.19625977,,0.11298412,,,,
1570000,0.18424281,,,0.17722152,,,
1571000,0.30980016,0.23406608,,,,,
1572000,0.17517953,,,0.1772169,,,
1573000,0.19194104,,,0.17722546,,,
1574000,0.23328955,,0.11407184,,,,
1575000,0.23797632,,0.11432414,,,,
1576000,0.17253408,,,0.17723703,,,
1577000,0.32073243,0.23653267,,,,,
1578000,0.33361726,0.23696897,,,,,
1579000,0.25238996,,0.1154185,,,,
1580000,0.17743269,,,0.17725781,,,
1581000,0.33331656,0.23833036,,,,,
1582000,0.17467601,,,0.17726599,,,
1583000,0.33364405,0.23938883,,,,,
1584000,0.18267492,,,0.1772683,,,
1585000,0.17273304,,,0.17726851,,,
1586000,0.18533953,,,0.17727025,,,
1587000,0.27667416,,0.11783948,,,,
1588000,0.33952376,0.24166393,,,,,
1589000,0.34157502,0.24212714,,,,,
1590000,0.31675894,0.24256382,,,,,
1591000,0.17279467,,,0.17727368,,,
1592000,0.40851648,0.24344925,,,,,
1593000,0.33999853,0.24384662,,,,,
1594000,0.17334049,,,0.17728856,,,
1595000,0.17245622,,,0.17729114,,,
1596000,0.24281416,,0.12037762,,,,
1597000,0.33397956,0.24543451,,,,,
1598000,0.17297129,,,0.17729372,,,
1599000,0.17193819,,,0.17729126,,,
1600000,0.23093967,,0.1213436,,,,
1601000,0.32789564,0.24670086,,,,,
1602000,0.1717091,,,0.1772912,,,
1603000,0.17362008,,,0.17728594,,,
1604000,0.17200341,,,0.17728966,,,
1605000,0.314917,0.24804623,,,,,
1606000,0.29999237,0.24833173,,,,,
1607000,0.17602684,,,0.17730568,,,
1608000,0.29850254,0.24888543,,,,,
1609000,0.30159191,0.24914392,,,,,
1610000,0.30456737,0.249384,,,,,
1611000,0.30340288,0.2496394,,,,,
1612000,0.3014916,0.24988157,,,,,
1613000,0.17187104,,,0.17729903,,,
1614000,0.18457884,,,0.17729674,,,
1615000,0.1940666,,0.12410475,,,,
1616000,0.17323335,,,0.17729821,,,
1617000,0.17211329,,,0.1772964,,,
1618000,0.25705854,0.25087762,,,,,
1619000,0.17183732,,,0.17729701,,,
1620000,0.17244968,,,0.17730148,,,
1621000,0.15084333,,0.12466991,,,,
1622000,0.28150603,0.25101276,,,,,
1623000,0.17265525,,,0.17731671,,,
1624000,0.14208475,,0.12491216,,,,
1625000,0.17854206,,,0.17732677,,,
1626000,0.1735432,,,0.1773221,,,
1627000,0.17953553,,,0.17731999,,,
1628000,0.23026984,0.25107081,,,,,
1629000,0.18240016,,,0.17732028,,,
1630000,0.17199478,,,0.17732294,,,
1631000,0.11707695,,0.12504839,,,,
1632000,0.17190399,,,0.17732508,,,
1633000,0.11010023,,0.12502293,,,,
1634000,0.17248423,,,0.17732056,,,
1635000,0.21931396,0.25059714,,,,,
1636000,0.17173097,,,0.17733067,,,
1637000,0.21435752,0.25032378,,,,,
1638000,0.17242541,,,0.17732979,,,
1639000,0.17183544,,,0.17732647,,,
1640000,0.21376998,0.24996438,,,,,
1641000,0.21178537,0.24981833,,,,,
1642000,0.093897029,,0.12443507,,,,
1643000,0.21064632,0.24953333,,,,,
1644000,0.20945371,0.24938452,,,,,
1645000,0.2195234,0.24925281,,,,,
1646000,0.22291023,0.24912614,,,,,
1647000,0.17255449,,,0.17732909,,,
1648000,0.21796147,0.24889954,,,,,
1649000,0.084458698,,0.12385612,,,,
1650000,0.1809853,,,0.1773254,,,
1651000,0.17225468,,,0.17732258,,,
1652000,0.21057391,0.2483401,,,,,
1653000,0.23270178,0.2481778,,,,,
1654000,0.21806083,0.24801571,,,,,
1655000,0.17381418,,,0.17732735,,,
1656000,0.083823113,,0.12327645,,,,
1657000,0.21961495,0.24755832,,,,,
1658000,0.17639309,,,0.17733011,,,
1659000,0.1721098,,,0.17732594,,,
1660000,0.1727459,,,0.17732662,,,
1661000,0.082276026,,0.12286535,,,,
1662000,0.21670446,0.2467971,,,,,
1663000,0.10326896,,0.12270882,,,,
1664000,0.21772669,0.24650056,,,,,
1665000,0.17252737,,,0.17731674,,,
1666000,0.21199618,0.24624692,,,,,
1667000,0.17266016,,,0.17731957,,,
1668000,0.21285461,0.24596829,,,,,
1669000,0.084083195,,0.1222592,,,,
1670000,0.084103583,,0.12218576,,,,
1671000,0.17316774,,,0.17732946,,,
1672000,0.17318425,,,0.17733042,,,
1673000,0.17476253,,,0.17733399,,,
1674000,0.086065447,,0.12190734,,,,
1675000,0.17142753,,,0.17732568,,,
1676000,0.21273837,0.24501825,,,,,
1677000,0.20822314,0.24486899,,,,,
1678000,0.08194428,,0.12160965,,,,
1679000,0.17183637,,,0.17731205,,,
1680000,0.17274976,,,0.17731447,,,
1681000,0.21873303,0.2443461,,,,,
1682000,0.17182625,,,0.17730253,,,
1683000,0.17227063,,,0.17730218,,,
1684000,0.17591104,,,0.17730231,,,
1685000,0.087159068,,0.1211007,,,,
1686000,0.22198898,0.24378223,,,,,
1687000,0.083645462,,0.12096056,,,,
1688000,0.17442944,,,0.17729716,,,
1689000,0.081324229,,0.12081344,,,,
1690000,0.2113444,0.24333552,,,,,
1691000,0.17337423,,,0.17729264,,,
1692000,0.083111738,,0.12058965,,,,
1693000,0.17484759,,,0.17728738,,,
1694000,0.17203968,,,0.17729272,,,
1695000,0.20805393,0.24270827,,,,,
1696000,0.2205419,0.24256559,,,,,
1697000,0.22016899,0.24242533,,,,,
